respondent_idx,umap_dim1,umap_dim2,cluster,party,text
310,-0.4813341,7.603819,3,ANO,"Lidé kolem věku 40 let, menší děti, pracující"
311,0.12000695,3.478245,0,ODS,"Jsou to fajn lidé, které mám rád"
312,-0.44554245,4.2584844,1,ANO,"Řeší až těsně před volbami komu dát hlas, jinak se o politiku nezajímají"
313,-0.5996791,3.742953,1,ANO,"MOc se o politiku nezajímám, ale strana ANO je mi sympatická na rozdíl od některých jiných stran."
314,2.2123153,3.5382879,0,ANO,máme porozumění na požadavky  i s malými odchylkamy
315,1.7165427,4.4521027,0,STAN,Člověk s rozhledem a ekonomickým vzděláním 
316,2.5167089,6.9354615,2,Unknown,"Nevěří politickým stranám, že by chtěly něco dobrého pro lidi udělat. Jsou to mafie, které chtějí co největší moc.
"
317,-0.20838623,5.2214613,4,ANO,"
zhruba polovina rodiny a větší polovina mých přátel a známých všichni +50 let"
318,1.5416926,3.5365925,0,TOP09,Jsou v pohodě protože se vezou na stejné vlně
319,-2.415912,4.618487,1,TOP09,"lide, kteri jsou slusni, nenadavaji, umi pocitat, umi racionalne premyslet"
320,-1.3501663,2.7361672,1,Unknown,Neumim popsat takoveho cloveka
321,-2.6129732,5.217751,4,ANO,"Maji radi svoji republiku a chteji lepsi budoucnost, aby byli tase cesko samostatne a plaily české zakony a ne zakony EU "
322,0.64786875,7.7617364,3,ANO,"Dobří lidé,chápající, lidští "
323,0.9132671,4.715047,0,Unknown,Nezabývám se rozdíly mezi lidmi. 
324,-0.40720466,4.726075,1,ANO,"Jsou to lidé, kteří se o politiku nezajímají,  vnímají jí pouze z informačních kanálu  nebo poslouchají debatu druhých lidí a udělají si na to svůj názor. "
325,0.27636662,3.2935967,0,ANO,Sympataci kamarádi mám je rád jsou to soukmenovci
326,1.62472,3.9698672,0,KSCM,"Většinou stejná věková kategorie, případně lidi ze stejného pracoviště, společenského kolektivu. "
327,0.38689855,7.6075974,3,ANO,STEJNÝ NAZOR MOHOUMÍT ALE NEMUSÍ TO BÝT DOBŘÍ LIDÉ.
328,0.98353696,4.510777,0,ANO,každou věc si řádně uváží a ověří z více stran
329,1.5100194,6.1347976,2,ANO,Jsou to lidé jako já a mají již něco za sebou.
330,-0.14625497,7.546603,3,STAN,"Lidé žijící přítomností,s moderním pohledem na situaci,mající ve svém okolí někoho blízkého kdo byl za komunismu nespravedlivě zbaven majetku,svobody nebo i lidského života."
331,-2.918978,4.9529066,4,ODS,"Nevim, je mi to jedno. Kazdy ma svuj nazor"
332,0.00086741435,4.197067,0,KDU-CSL,Lidi co se zajímají o lidi a politiku 
333,1.965584,7.7653317,3,SPD,"Normální pracovití lidé, kteří mají rádi Česko a dávají mu přednost před ostatními státy. Rádi pomáhají potřebným a k ostatním se chovají slušně, bez jakékoliv diskriminace."
334,-0.10827356,3.342994,1,ANO,Jsem rád když přijde na politiku a jsou kolem stejně smýšlející lidé  
335,-0.69356763,6.0146995,4,ANO,"Jsou to lidé, kteří myslí rozumně. Chápou,že je tato vláda nejhorší za poslední roky.. Nezajímají ji problémy obyčejných lidí a seniorů."
336,0.8778329,7.2555637,3,ANO,Lidé kteří pracovali po celý život a teď nemají možnost prožít důstojné stáří.
337,-0.8549607,6.4950643,4,ANO,politika jako taková je v současné době velmi nepřínosná.
338,0.3978363,5.6457753,3,ODS,"Je třeba ve všem hledat racionální řešení, řešit skutečné problémy. Politici by měli dělat to, co lidé skutečně chtějí."
339,-1.0671037,7.5247183,4,ODS,Pravicově smýšlející snažící se zajistit sebe i rodinu vlastními silami. Vyznávající tradiční rodinu.
340,0.052432876,7.448259,3,Unknown,politika je mě lhostejná její voliči taky
341,-0.5959698,3.524128,1,Unknown,"O politiku se téměř nezajímám, mám důležitější starosti."
342,1.6646549,5.7899246,2,ANO,"Lidi jsou naštvaní, vše je drahé "
343,-2.4401722,4.46314,1,ANO,Rozumni inteligentni lide smyslejici s dalsimi nasledky
344,-0.15158524,4.929753,0,Unknown,"Vidí v politice korupci, sobeckost, nezájem, zároveň cítí bezmoc"
345,1.8919963,6.652076,3,ANO,O politiku se starají pouze příležitostně. Především v situacích kdy se to dotkne jejich osobního života nebo uvidí budoucí změny v mediich. 
346,-1.3766887,8.105718,4,ANO,"Střední třída,Dělnická třída,rozumný lidi"
347,3.9413362,5.510526,2,ANO,"nevím co na říci, jsou sympatičtí"
348,-2.5108423,4.419132,1,ANO,Jsou to chudí lide mají málo penez
349,-3.348831,7.0459027,4,ANO,Na na na na na na na na na na na na na 
350,2.094803,6.7079463,2,Unknown,"Tito lidé se zaměřují hlavně na sebe a na svůj přínos společnosti. Mluví za ně jejich činy a ne slova. Jsou otevření novým věcem, jsou kritičtí k sobě i svému okolí. Ke všem se chovají s úctou."
351,-3.4538698,6.980628,4,ODS,"Ekonomický liberál, konzervativec, euroskeptik, thatcherista, antibolševik "
352,-1.8077682,4.954252,4,Unknown,"Lidem jako ja jsou volby fuk.nikdy nechodi volit, protoze vsichni politici jsou lhari a kdyz nejsou, tak stejne nic nezmuzou"
353,-0.050308783,6.50488,3,Pirati,"Převážně to budou mladí lidé (pod 40 let). Mají celkový přehled o světě. Jsou liberální, uvažují moderně, směrem dopředu. Jsou zodpovědní sami za sebe."
354,1.5332803,3.5277498,0,SPD,jsou stejní jako já a vřechny likamarádi
355,1.0258244,7.538964,3,KDU-CSL,"Chytří lidé, kteří si řečmi o politice neubírají volný čas."
356,0.6571044,6.678679,3,ODS,"Demokratický člověk, který chápe, že volit je důležité. Volí demokratické strany typu ODS, STAN, Piráti, TOP09. Rozumní lidé, kteří ví, jak fungují finance, státní rozpočet, chápou inflaci. Je přirozené, že se státní schodek rok co rokem zvyšuje, protože si na jeho financování půjčujeme. Měly by se omezit dávky, jsme moc solidární, proto je i dluh velký. Podporují práva žen a lgbtq skupin, jsou proti násilí. Lidi co ví, že v budoucnu přijmeme euro (a souhlasí s tím)"
357,-0.64233136,4.072184,1,Unknown,"Politiku moc neřeší, občas je jim z politiků špatně - na zvracení."
358,0.8140088,5.5242467,0,ODS,"jako středopravicové, neurčující lidem jak se mají chovat, ale dbát na dodržování zákonů a pravidel , zničit korupci"
359,0.5292977,4.697289,0,ODS,"Je to člověk jakéhokoliv vzdělání.
Dokáže obětovat aktuální vlastní pohodlí ve jménu vyšších hodnot a v zájmu dlouhodobé prosperity. Nepřijímá totalitu ani v náznaku věří v demokratické zřízení státu ukotveny v křesťanský hodnotách "
360,1.8517402,6.323788,2,STAN,"Pravicově zaměření, spoléhající hlavně sami na sebe, s odporem k jakémukoli diktátu."
361,3.9778156,5.455971,2,Pirati,Jsou mi sympatičtí a mohu s nimi sympatizovat
362,-0.06797399,7.9336877,3,KSCM,"Rozumný člověk, sympatický, muž nebo žena "
363,0.63501966,4.5470614,0,Unknown,"Nemám vyhraněný názor na lidi s podobným vnímáním na společenské problémy, či politiku."
364,1.2636662,3.3458056,0,Other,Viz předchozí odpověď - nehodnotím nikoho na základě jeho politických názorů 
365,-0.9329084,5.373529,4,KDU-CSL,"Pragmatičtí, nesnáší populisty. "
366,-0.6574354,5.186668,4,Other,"liberálové, ekonomicky interesovaní, starající se o své blaho a díky tomu i o blaho společnosti "
367,-2.574925,7.2867603,4,ANO,střední vrstva - normální lidé
368,2.455544,5.767476,2,ODS,"Lidé přemýšliví, mající rádi svobodu a demokracii
"
369,-0.38149047,3.6161718,1,ANO,ja raději nebudu hodnotit 
370,2.0226774,6.7579684,2,ANO,"Jsou otevření, nenálepkují ostatní "
371,-0.72847563,5.474892,4,STAN,Nesnáší extremistické a populistické strany. Fandí liberálnímu realizmu.
372,-0.23628908,2.5014396,1,SPD,Chtěl bych změnu k lepšímu 
373,-0.40523866,3.205343,1,Unknown,"Nijak,politiku už nesleduji je to špína"
374,-1.0298893,2.3540657,1,ANO,"Vůbec nevím, jak bych takové lidi popsal."
375,-0.25133687,3.1407692,1,ANO,"Chybí důvěra, jelikož všichni jen slibují, ale po volbách jen lžou a dělají chyby, které nejsou nijak trestané."
376,-2.6728275,5.13958,4,Unknown,Maji predstavu jak by to melo vypadat a nehoni se za chimerami
377,3.4056954,5.4734893,2,KDU-CSL,"Inteligentní, vždy najít stejný smysl."
378,-1.4193708,3.2381928,1,ANO,Neumím na tuto otázku odpovědět.
379,-3.3755915,6.9836636,4,STAN,liberali gejoviq lezby divnolidi
380,0.085262395,8.512498,3,STAN,"člověk, který nechce mít ve vládě STBáka, který se neštítí ničeho a je schopen pro peníze jít přes mrtvoly"
381,1.7774179,5.5601006,2,KSCM,"Lidi, kteří toho mají už plné zuby, bohatí bohatnou a chudí chudnou. EU blbne s greendealem, ožebračuje tím lidi na úkor byznisu."
382,1.5329204,7.6750937,3,ANO,Lidé co prošli podobnou životní situací mající stejný nebo podobný pohled na dění kolem sebe a představu o budoucnosti
383,1.3932225,5.0981383,0,ANO,"Chci aby vláda měla stejný metr pro sebe a pro ostatní lidi,hlavně co se týká příjmů."
384,-1.2280903,5.3306594,4,ODS,"středopravicový volič, nesmí volit KSČ"
385,0.41325125,3.8441226,0,ANO,"Jsou v pohodě, jako já. Moc ji neprožíváme a bereme to s přehledem."
386,0.65488285,4.651157,0,ANO,Nemají zájem o politiku a společenské problémy
387,-0.43587363,5.8004365,4,ODS,Na stejném bodě a trpěj za tuhle vládu 
388,-1.9017557,2.6555846,1,Unknown,Netusim nevim neznam asi nechapu
389,1.9388098,5.7386937,2,ANO,Jako uvědomělé lidi kteří chápou dnešní dobu
390,-2.81288,5.1017556,4,Unknown,takove neznam ale myslim ze maji stejny nazor
391,0.8581122,7.5382557,3,ANO,"Pracující poctivý lidé, kteří nic nedostali zadarmo. Jsou zvyklí pracovat a nemají možnost ovlivnit tok dění, prostě na to není čas. Nejvíce takoví lidé postrádají pomoc od státu a nespravedlnost ve financování např. UA a podpory války."
392,0.295049,6.8575745,3,Pirati,"Jsou pro ně důležité problémy týkající se menšin, ačkoliv do nich sami nepatří. Jsou tolerantní vůči jiným názorům, ale ne vůči nenávisti. Mají morální zásady a neupřeli by někomu práva výměnou za pětistovku k důchodu."
393,0.40281492,5.1117225,0,STAN,"Miléniálové s cynickým až nihilistickým pohledem na svět, jejichž ideologické představy byly již dávno zprzněny krutou realitou života, politiky a společnosti. Stále si zachovávají jistou míru ideálů, ale už dávno je přestaly veřejně a aktivně prosazovat, jelikož přestali mít pocit, že to má nějaký smysl. Stále by rádi volili srdcem, ideálně v konsensu s myslí, ale společenských diskurz a neexistence umírněné debaty o řešení problémů je zjevně méně důležité, než získávání levných politických bodů vymezováním se proti jiným skupinám ať už tak nebo onak.
Upřímně nejsem zrovna ideální modelový příklad, ale možná taky jo.
Nás můžů bez smyslu života je prej v posledních letech čím dál tím víc a možná kdybych nebyl cynik a nevěřil v populistické kecy a jednoduchá rychlá řešení, tak bych volil to, co mě teď tak odpuzuje, žel, není tomu tak."
394,-1.6667964,4.4197135,1,ANO,lidé sou férové na nic si nehraje 
395,1.2271901,8.631941,3,KSCM,"Normální lidi, kteří přemýšlejí o životě a nedají na současnou propagandu a honbu na minulý režim, démonizování komunistů atd. "
396,-1.5397874,4.449708,1,ANO,Jejich polický názor nic neříká o tom jací jsou.
397,1.8983175,3.0156562,0,ANO,"Vědí co chtějí, dá se s nimi diskutovat na úrovni, nevěnují druhým svůj názor "
398,3.3050513,6.3717113,2,Unknown,"Většinou jde o řadové zaměstnance. Lidi, kteří si dovedou vážit práce druhých. Mají smysl pro rodinu, přátelství atd. .."
399,0.37868574,6.0777974,3,ODS,"Vyšší vzdělání, vyšší příjem, dobré zaměstnání, vlastní bydlení "
400,1.3206109,4.401902,0,KDU-CSL,"Zaměření na vzdělání, rodinu a kvalitu života. Řeší bydlení."
401,1.6416508,2.9308705,0,Unknown,"Každý má svůj názor. Jsem ráda, že je víc lidí v tomto směru jako já "
402,1.1856503,8.742093,3,ODS,jsou to normální lidi s průměrným příjmem
403,1.9080175,4.8696265,0,Pirati,"jsou to lidi více asertivní, kteří se nedají jen tak zmanipulovat a ví co je správně pro tento stát, hlavně ekonomiku a demokracii."
404,1.828134,2.4074109,0,ANO,"Zcela normální lidé, kteří mají na politiku stejný názor jako já."
405,3.2594597,6.9451675,2,TOP09,Tito lidé jsou mi blízcí.
406,-2.2673526,4.418899,1,ODS,"Pro tyto lidi neni politika nejdulezitejsi prioritou - soucasny system neumoznuje, aby to, co politici slibi pred volbami, mohli opravdu splnit. Vadi jim obcas naprosto zbytecne a urazlive politicke debaty. Jsou to pomerne konzervativni lide s presne danym rezimem, ze ktereho obcas vystoupi. Byli vychovani pomerne zkratka a vedi, ze si nemuzou vsechno dovolit. Snazi se pomahat ostatnim."
407,1.5172476,7.6800637,3,Other,"Jsou normální, reálně vnímají dění kolem sebe a jsou schopni na to adekvátně reagovat"
408,2.050082,7.0197167,3,Pirati,Jsou to lidé progresivní a otevření. Uznávají právo LGBT komunity na manželství a plnohodnotný rodinný život.
409,-0.030387854,8.318069,3,ANO,"Pragmaticky smýšlející člověk, jde dál a myslí dopředu"
410,-2.0103455,6.0082827,4,SPD,Super nápad. Super lidi do politiky.
411,2.0735502,6.7981844,2,Unknown,"Otevření, milý, vnímavý a neodsuzuji"
412,-0.02200464,8.373799,3,Unknown,Nasraný člověk na celou vladu
413,3.1106179,5.208377,2,STAN,Většinou inteligentní lidí dobre zaopatření 
414,1.1213475,4.410994,0,KSCM,Dokáží přemýšlet nad politickými věcmi a nenechají se nachytat a nalákat lžím které říkají v televizí nebo politické strany 
415,2.440535,5.221107,2,STAN,"Vzdělaní, méně dětí, ekonomicky zdatní "
416,-0.65388596,3.5735338,1,Unknown,"nezajímám se o politiku, "
417,1.4671698,6.32629,3,ANO,"Především starší lidé, kteří předrevoluční dobu zažili na vlastní kůži a ví o ní své. Neovlivnění tendenčními názory jedinců, kteří stále mluví o prohřešcích 50. let, tehdejší nesvobodě, plotech na hranicích /mimochodem nyní se staví znovu a v daleko vyšší míře/, zlatém kapitalizmu atd."
418,-0.18394305,5.2361794,4,Unknown,"Absolutně je nezajímá, kteří idioti nám budou vládnout"
419,2.4723752,5.2927685,2,KSCM,"Solidární, nezkorumpovaní, znalí, agilní, vstřícní, ochotni diskutovat, pravdivě argumentovat."
420,-2.675736,5.0884075,4,ANO,maji radi svuj život a politiku
421,2.7059336,5.3302107,2,ODS,vzdělaní a znalí lídé. mmmm
422,2.3079448,5.0696807,2,Other,normálně uvažující jedinci které nelze opít předvolebními sliby
423,-1.2072407,8.209898,4,Unknown,"Zlatý střed, který smýšlí jako střední třída a která chce normální život."
424,1.3238193,4.9636507,0,ANO,"Z politických stran si není možné vybrat, hlásají, co chtějí lidé slyšet, ale jakmile jsou zvoleni, na vše zapomenou a jdou cestu k získání prospěchu pro sebe. Volím cestu, menšího zla a volila bych ANO."
425,-1.1253437,6.2233615,4,Pirati,"Podobne vnimani situace, podobna minulost, zajimave, narodnodst"
426,2.4746034,4.1742196,0,ANO,Lidé ze stejné sociální bubliny...
427,-0.9184854,7.089,4,ANO,"Důchodci ,lidé,kteří pracují a mají podprůměrný plat"
428,1.5276043,8.872105,3,KSCM,"levicově zaměření, mají sociální cítění."
429,-1.5770093,3.3692513,1,Unknown,"nevím 
myslí si, že piluticibjsou jedna verbež"
430,2.0078118,4.309662,0,KSCM,stejná krevní skupina se stejnými názory
431,2.0227087,6.824471,3,ANO,"Pozitivně myslící lidé,kteří jdou za za svými myšlenky a činy. Stojí si pevně za svými představami a řídí se jimi. "
432,-1.0438741,4.2717233,1,Unknown,"Neutrální, nezajímají se o politiku ani o problémy jiných lidí "
433,-1.9832033,2.678926,1,Unknown,Nevim kdo je nejvice pdodbny 
434,3.5061862,5.52578,2,ODS,Je to moje krevní skupina a rozumíme si
435,3.0636532,5.2674966,2,ODS,"Je to stejné,jako u předchozí otázky,nelze říci na první dobrou ten je takový a ten makový."
436,0.96396863,4.541855,0,SPD,S takovimi lidmi si více rozumím 
437,-1.9081707,4.583124,1,Pirati,Městské vzdělané obyvatelstvo jež se aspoň trochu orientuje v základních politických bodech a otázkách 
438,0.39281523,5.4825706,0,ANO,Snaží se řešit problémy a vnímají vse co se děje okolo nich 
439,-1.9292804,2.7571206,1,ANO,Nevim  sto lidí sto nazoru
440,2.096989,7.5466766,3,ANO,Sympatický lidi mají rádi kdys jse snimy rovná na rovinu a nemají rádi jenom sliby
441,1.1042662,6.9416924,3,ANO,"Jsou to lidé kteří se živí poctivou prací, nemají lehký život "
442,1.6451336,2.4632516,0,ANO,"Neřeším ostatní lidi,ale jsem ráda,že mají stejný názor "
443,1.5348736,5.9201074,2,ANO,"Lidé,co věří,že bude líp a že se na to najdou peníze.Lidé co věří,že začnou vládnout odborníci."
444,-1.1607138,2.3940492,1,KSCM,"asi neexistuje jedna šablona stanovující ""tyto lidi"""
445,-2.093347,2.7484076,1,KSCM,nevim nemuzu posoudit kazdy je jiiny
446,-1.7158211,5.355099,4,ANO,Neni jim jedno co se deje s nasi spolecnosti nejsou mi jedno duchodci a to jak je ted ozebracuji po tom vsem co pro nas vsechny delaly a udelaly
447,2.3434207,5.766568,2,SPD,"Vlastenci,lidé kteří nechtějí zaprodat svou zem a být ve vlastní zemi otroky."
448,0.93413275,8.032005,3,ANO,lidoví vše pro naše normální občany
449,1.8345788,7.2818623,3,ANO,"To jsou lidé, kteří chtějí spravedlivé zacházení ve všech oblastech."
450,-0.65666085,8.217381,3,ANO,"Lidé střední třídy,kteří se bojí budoucnosti"
451,1.4360806,5.0936375,0,Unknown,Dnešní politika je úplně mimo nezáleží ji na nás a hrabou jen pro sebe a řeší Ukrajinu 
452,1.0617211,4.9586296,0,SPD,Umí rozlišovat mezi dobrými úvahy a skutky a negativními.
453,1.4186479,6.4103627,3,Unknown,"Jsou to lidé, kteří mají reálnou představu o životě."
454,-2.5923247,4.7263803,1,KSCM,lide kteri vnimaji politickou situaci stejne jako ja jsou lide kteri jsou mi sice blize nez opacna strana lidi ale ani druhou stranu neberu kriticky kazdy ma pravo na svuj nazor
455,2.5783675,6.557041,2,KSCM,pracuji pro lidi a stat!!!!!!!!!!!!!!!!!!!!!!
456,1.0261192,4.924446,0,KSCM,"Ti lidé, kteří umí vyslechnout názor voličů jiné politické strany. Kteří umí opačný názor vysvětlit, proč je důležitá změna a z jakého důvodu, "
457,0.19592668,6.3084292,3,SPD,"hodně pamatují, prožily zlé i dobré"
458,-0.97002214,3.827565,1,STAN,"Nevím, o politiku se moc nezajímají, ale ví, že vláda komunistů bylo to nejhorší, co nás potkalo."
459,1.8480531,5.9554615,2,ANO,"jsou starší něco zažili narodii se o něco dříve než 1989 a pamatují si že v ČR bylo zdravotnictví,léky, školy zdarma, stát pomáhal a staral se o vše - chudým,nemocným,starým,invalidním, všichni museli pracovat jinak šli do basy, dáky se nerozdávali jako dnes , uprchlíci tu nebyli,nebylo tolik kriminality, lidi více tahli k sobě ,byli vstřícní,ohleduplní,laskavý,milý,ochotný,pomáhali nezištně- dnes je vše pravý opak "
460,1.4767997,6.6639733,3,ANO,Lidé s vysokým morálním kreditem.
461,1.4261917,8.89998,3,ANO,To jsou normální lidi. nejsou to kariéristé a mají sociální cítění
462,-1.2366534,4.3838577,1,Unknown,Politika je svinstvo a nikdo nic nezmění 
463,2.3501687,6.3287506,2,ANO,Takoví lidé by měli pochopit život jak je v dnešní době pro všechny těžký a měli by zvýší důchody minimálně na 500 korun a nedávat to na 360 nebo 320 jen zvýšení. Pro všechny je to tak málo že to v dnešní běžné době nevystaci ano na jídlo než tak na běžné životní potřeby běžného člověka a ti co jdou ve vládě tak by se měli nad sebou zamyslet že zvýšení platu není tak akutně velké ze to nemusí ani byt
464,-0.18507487,7.1811547,3,ANO,jsou zodpovední ke svemu statu i životu
465,1.2515043,8.730585,3,SPD,Normální lidi co mají mozek 
466,2.0510743,4.5363946,0,ANO,mají o dění přehled a nevnucují tlekem své názory jiným
467,-0.5316533,6.8256016,4,ANO,Vnímají názory stejně jako ja
469,1.8515408,3.0412314,0,Unknown,Každý volí dle svého uvážení 
470,0.5524125,6.338388,3,SPD,"Vlastenco, ČR mají na první místě. Chtějí referendum o vystoupení z NATO a EU, protože ten projekt nás jen ničí. Diplomacii uznávají celosvětovou, nikoliv jen prozápadní. Vidí očima spravedlivého sociálního smíru, tak aby se všem dařilo dobře a nikdo nestrádal."
471,0.8692716,5.7227545,3,Unknown,"Nejsou konfliktní, dokáží problém vyřešit a jsou ústupní"
472,3.8057606,5.627069,2,ANO,Takový lidé jsou mi velice sympatičtí.
473,-0.7723489,3.5277705,1,ANO,Nevím  o politiku se nezajímám 
474,2.7884083,3.6267638,0,ANO,mají stejné smýšlení jako já
475,1.849508,8.114232,3,Other,obyčejní lidé jsou mezi nimi špatní i dobří
476,2.4528453,6.342692,2,Other,"všechno  co  se  zdraží pro lidi,  ať už  služby,  potraviny, daně  bez protestů musím  platit ať se mi líbí  či nelíbí  tento  špatně zavedený systém"
477,1.1233168,6.666861,3,Unknown,"Jsou to lidé, kteří jsou podobného ražení jako já"
478,2.2383819,3.6992993,0,KSCM,"LIDÉ MÉHO RAŽENÍ JSOU VLASTENCI,LIDÉ SE ZKUŠENOSTMI.MY NECHCEME UBLIŽOVAT JINÝM POKUD NEUBLIŽUJÍ NÁM.MÁME SMYSL PRO RODINU A PROTO MÁME RÁDI SVÉ DĚTI A ABY MOHLI ŽÍT PŘEJEME SI MÍR. MÁME RÁDI TUTO PLANETU!"
479,-1.310463,3.6825354,1,ANO,nevím nerozumím tomu a nechci odpovídat
480,-0.73384875,4.4832525,1,ANO,"Lidé, které politika moc nezajímá a moc jí nezajímá."
481,0.7920623,8.441856,3,Unknown,Normální český lidé kteří žijí normální život.
482,-0.75835043,7.412282,4,ANO,"Lidé s nízkými příjmy , prodavačky , důchodci , invalidní důchodci."
483,1.7323526,8.201648,3,ANO,"Normální, obyčejní a čestní lidé."
484,-1.1895314,4.809511,1,ODS,Jsou na tom finančně velmi špatně. vládá nepomáhá
485,2.7838051,7.0113206,2,Other,Mají přehled a nedají se oblbnout. Mají svůj vlastní rozum a přehled....
486,1.0688326,6.374241,3,ANO,"Voliči kteří něco v životě dokázali a nepotřebují rady,, politiků "" kteří jsou ještě horší nežli oni. "
487,3.9300463,5.634631,2,SPD,"Jsou mi sympatičtí, rozumíme si."
488,1.8775914,5.149041,2,SPD,Rozumné lidi kteří nemyslí jenom na sebe jako Fiala a jeho banda v politice
489,0.32814857,6.1741295,3,KSCM,"Myslíme na téměř všechny lidi aby se měli dobře.Je zbytečné,aby měl někdo zbytečně hodně,když ani neví kolik toho má na úkor pracujících."
490,-0.64111394,5.1036315,4,Unknown,zrovna mě žádná slova nenapadají
491,2.0228715,3.4979384,0,ANO,na společné vlně porozumění
492,-2.7650592,5.130981,4,SPD,no kdyz maji stejny nazor tak si pokecame bez dohadu
493,0.01974139,5.2279563,0,ANO,"Pokud když budou u moc mi bude stačit,že splní to co slibovali."
494,1.7378708,6.250765,2,ANO,"Jako lidé, kteří jsou starší, něco už zažili, prožili éru komunismu, kde byl život klidný, nebylo
tolik feťáků, bezdomovců a kdo pracoval, měl dá se říci vše potřebné pro spokojený život až do důchodu. A nyní je vše úplně obrácený život než tehdy..."
495,-2.0922954,4.795087,1,KDU-CSL,"Lidi, kteri neslysi na populisticke reci. Veri, ze budoucnost se nevyresi sama, musime se starat uz ted, kam sd budeme vyvijet. Vztahy s komunistickymi a autoritativnimi staty jako je cina a rusko nejsou mozne "
496,1.5270864,5.37372,2,KSCM,"Záleží jim na spokojenosti většiny občanů. Jde jim o světový mír, spravedlnost a rovnoprávnost."
497,-0.64222145,4.1756387,1,Unknown,Asi se taky moc o politiku nezajímají 
498,1.9290608,3.0534208,0,Unknown,Jsou neutrální mají svůj názor za kterým si stojí
499,-0.6489102,3.9355934,1,STAN,"Takoví lidé se chtějí mít dobře, ale politiku moc neřeší, protože jí vlastně moc nerozumí. "
500,-1.8612677,3.3677595,1,ANO,Nevím Nevím Nevím Nevím!!!!
501,-1.0267496,2.2792127,1,ANO,Nevim jak bych tyto lidi popsal
502,-1.4462308,2.6840637,1,Pirati,"netuším, jak je popsat, protože takoví lidé mě nenapadají"
503,1.8528509,2.9570956,0,Unknown,Neřeším. Každý má svůj názor
504,1.5402268,8.869666,3,Unknown,"Měli by mít sociální cítění, považovat si svobodu (slova, možnosti se v životě uplatnit, cestovat, vážit si toho, že nejsou perzekuovaní jako před r.89"
505,0.306007,5.1249647,0,ANO,řešení ekonomiky a migrace
506,1.9966329,5.019467,2,SPD,Úplně normálně uvažující lidé
507,0.0153429145,8.53649,3,ANO,Normální obyčejný člověk s nízkými financemi
508,-1.3940314,4.418824,1,KSCM,Nemám názor jelikož nedělají nic
509,0.18667792,4.897993,0,ANO,rozumný a ví co chtějí nechtějí se podrobit západu a hlavně usa a rozhodovat sami o stabilizaci naší republiky bylí jsme špička ve světě a dnes nás spolkly různé korporace a všechny získy těchto firem jdou mimo naší republiku je toHAMBA
510,1.4037414,7.001311,3,Unknown,Spokojený radostný lidé Kteří se radují že života
511,-3.4169838,7.019606,4,ANO,opatrnějši zdrženlivý pesimistický  nedůvěřivý
512,2.4596286,4.3135853,0,ANO,"Stejné zájmy,poměry, vzdělání pohled na svět "
513,1.7675041,2.4176416,0,SPD,"Lidé kteří mají stejný názor jako já. Neznamená to, že bych je měla radši."
514,1.6895078,5.5029645,2,Other,"naprosto obyčejní lidi, kteří chápají jak je život složitý, že to bez peněz nejde, ale zároveň nejsou peníze všechno. Chtěli bychom mít více volného času na své děti, koníčky, mít možnost jet na dovolenou, vybavit si dům tak jak skutečně potřebujeme, ale bohužel.... Jsou to lidi, kteří nepohrdají ostatními lidmi, tím, když mají lidi více dětí, jezdí ve starších autech, nenosí značkové oblečení. "
515,-0.67900604,3.5624604,1,SPD,"Když nemusím,tak se o politiku nezajímám,mám svých starostí dost,tak tím pádem mě lidi okolo ni neberou.."
516,-2.8835719,4.977681,4,Unknown,kazdy ma svuj nazor jestli pujde volit nebo ne
517,2.552564,4.273782,0,ANO,"Stejné cíle, zájmy, stojí za svým nazirem"
519,-1.2494811,2.941599,1,ANO,nevím nemám co popsat o podobnosti
520,1.4649053,3.435966,0,ANO,S takovými mohu diskutovat o problematice 
521,0.33114192,7.455143,3,Unknown,"Věkové mladší (18-35), queer, studující, z větších měst, vzdělání nebo studující "
522,3.206978,5.5468006,2,Other,"Uspěšní, spokojení, rozumní, "
523,-3.4290154,6.97905,4,Unknown,konzervativni narozené na přelomu 1990
524,-2.217286,3.1596785,1,Unknown,absolutně netuším co napsat
525,2.819046,7.885582,3,Unknown,Rozum na správném místě  mají otevřené oči 
526,-1.1857874,3.2039578,1,ANO,Nevím neznám nikoho takového 
527,1.8878644,2.5963666,0,ODS,Jsou na jedné vlně jako já.Mají stejný nebo podobný názor.
528,0.76015675,3.3087642,0,STAN,"Jsou to lidé, se kterými dokážu mluvit"
529,-1.6582563,2.9548001,1,SPD,"nevím nedokážu posoudit,celkově ."
530,0.21661076,3.7589781,0,Unknown,Lidi bez zájmu o politiku
531,0.3264719,3.4370973,0,Unknown,"Nevím mám rád lidi kteří jsou realisti,jsou v pohodě a nad věcí. Politika je jaká je a drtivou většinu toho my stejně nezměníme."
532,-0.5013189,3.3742254,1,Unknown,"o politiku se nijak zvlášť nezajímám, unavuje mě"
533,-1.3932,8.0769,4,STAN,zaměstnanci střední třída
534,-1.1346937,5.992894,4,ANO,není jim lhostejná situace naší země
